Visit_ID,Visit_Date,University,Zip_Code,State,Student_Level,Housing,Financial_Aid,Meal_Plan,Food_Weight_lbs
V-1275,2023-02-12,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,14.48
V-1276,2023-04-05,Georgia Tech,30332,GA,Graduate,On-Campus,Pell Grant,None,18.85
V-1277,2021-07-08,Rutgers,08901,NJ,Undergraduate,On-Campus,None,None,19.54
V-1278,2022-04-07,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,19.4
V-1279,2023-03-19,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,Partial,9.33
V-1280,2022-07-16,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Partial,14.14
V-1281,2022-01-26,UMass Amherst,01003,MA,Graduate,On-Campus,Pell Grant,Partial,20.17
V-1282,2021-05-10,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,11.25
V-1283,2021-09-14,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,None,10.86
V-1284,2021-11-02,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,10.16
V-1285,2024-03-10,Ohio State,43210,OH,Undergraduate,On-Campus,None,Partial,13.17
V-1286,2021-03-16,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,2.95
V-1287,2024-09-17,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,18.51
V-1288,2021-06-04,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,Full,14.7
V-1289,2024-01-23,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,14.91
V-1290,2023-11-22,UMass Amherst,01003,MA,Undergraduate,On-Campus,Scholarship,Partial,12.22
V-1291,2023-06-24,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,12.65
V-1292,2024-05-05,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,23.65
V-1293,2022-04-02,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,None,20.28
V-1294,2023-09-30,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,12.74
V-1295,2022-10-10,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,10.21
V-1296,2023-01-11,Ohio State,43210,OH,Undergraduate,On-Campus,Scholarship,None,12.59
V-1297,2023-04-29,Michigan State,48824,MI,Undergraduate,Off-Campus,None,Partial,13.43
V-1298,2022-04-14,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,9.27
V-1299,2022-12-13,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,Full,15.43
V-1300,2023-02-07,Georgia Tech,30332,GA,Graduate,On-Campus,Scholarship,None,19.89
V-1301,2021-07-23,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,11.62
V-1302,2021-01-26,UMass Amherst,01003,MA,Graduate,On-Campus,Pell Grant,Partial,16.45
V-1303,2023-07-06,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,17.85
V-1304,2023-09-20,Arizona State,85281,AZ,Graduate,Off-Campus,None,Partial,18.08
V-1305,2022-09-24,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,23.92
V-1306,2022-07-06,Michigan State,48824,MI,Graduate,Off-Campus,Scholarship,None,20.69
V-1307,2021-10-23,UW Seattle,98195,WA,Undergraduate,On-Campus,Scholarship,Partial,13.81
V-1308,2021-02-04,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,14.83
V-1309,2023-12-23,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,21.5
V-1310,2021-08-03,UC Irvine,92697,CA,Graduate,On-Campus,Pell Grant,Partial,16.89
V-1311,2021-09-20,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,15.73
V-1312,2021-09-21,UC Irvine,92697,CA,Undergraduate,On-Campus,Scholarship,None,15.55
V-1313,2023-01-28,Rutgers,08901,NJ,Undergraduate,On-Campus,Scholarship,None,18.6
V-1314,2022-07-19,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,12.96
V-1315,2023-11-22,UMass Amherst,01003,MA,Undergraduate,On-Campus,Scholarship,None,18.9
V-1316,2022-10-26,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,11.55
V-1317,2022-05-02,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,4.95
V-1318,2023-09-08,Michigan State,48824,MI,Undergraduate,On-Campus,Scholarship,Partial,8.63
V-1319,2024-03-14,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,15.43
V-1320,2022-08-20,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,17.68
V-1321,2023-05-12,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,15.07
V-1322,2021-06-15,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,Partial,13.82
V-1323,2022-06-18,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,16.25
V-1324,2021-08-02,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,15.31
V-1325,2023-02-08,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,19.47
V-1326,2024-03-05,Georgia Tech,30332,GA,Graduate,Off-Campus,Pell Grant,Partial,19.39
V-1327,2022-05-17,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,15.52
V-1328,2022-02-13,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,19.74
V-1329,2024-02-08,UF Gainesville,32611,FL,Graduate,Off-Campus,None,None,22.89
V-1330,2022-06-27,UMass Amherst,01003,MA,Undergraduate,On-Campus,None,Partial,19.14
V-1331,2021-08-24,Rutgers,08901,NJ,Graduate,Off-Campus,Pell Grant,Partial,17.54
V-1332,2022-01-13,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,None,17.48
V-1333,2023-05-29,Rutgers,08901,NJ,Graduate,On-Campus,None,Full,24.62
V-1334,2023-07-18,Rutgers,08901,NJ,Undergraduate,On-Campus,Scholarship,None,8.31
V-1335,2022-07-02,UC Irvine,92697,CA,Graduate,Off-Campus,Pell Grant,Partial,21.12
V-1336,2021-10-24,Georgia Tech,30332,GA,Undergraduate,On-Campus,None,None,14.13
V-1337,2022-09-10,UC Irvine,92697,CA,Undergraduate,On-Campus,Pell Grant,None,17.5
V-1338,2022-11-22,Texas A&M,77843,TX,Graduate,Off-Campus,None,None,21.04
V-1339,2023-04-29,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,None,25.24
V-1340,2020-07-28,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,Partial,19.59
V-1341,2024-04-22,Arizona State,85281,AZ,Graduate,Off-Campus,Pell Grant,None,23.81
V-1342,2023-07-30,Ohio State,43210,OH,Undergraduate,Off-Campus,None,Partial,15.86
V-1343,2023-04-25,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,10.09
V-1344,2022-10-08,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,Partial,14.95
V-1345,2024-04-28,UC Irvine,92697,CA,Undergraduate,On-Campus,Pell Grant,None,15.86
V-1346,2022-11-09,UMass Amherst,01003,MA,Graduate,Off-Campus,None,None,30.44
V-1347,2022-09-08,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,16.25
V-1348,2020-12-29,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,17.08
V-1349,2020-04-15,UW Seattle,98195,WA,Undergraduate,On-Campus,None,None,9.9
V-1350,2022-06-16,Michigan State,48824,MI,Graduate,Off-Campus,None,Partial,23.38
V-1351,2024-04-18,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,None,6.16
V-1352,2022-07-03,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,19.08
V-1353,2022-11-10,UW Seattle,98195,WA,Undergraduate,On-Campus,None,Partial,11.01
V-1354,2022-01-06,Rutgers,08901,NJ,Graduate,Off-Campus,Pell Grant,Partial,15.11
V-1355,2021-10-14,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,12.83
V-1356,2023-01-01,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,17.62
V-1357,2022-07-24,UC Irvine,92697,CA,Graduate,Off-Campus,Pell Grant,None,19.42
V-1358,2023-03-29,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,10.52
V-1359,2024-07-14,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,17.7
V-1360,2021-08-22,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,Full,10.12
V-1361,2024-12-05,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,15.29
V-1362,2023-01-06,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,Full,11.7
V-1363,2023-09-10,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,15.55
V-1364,2021-12-12,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,13.1
V-1365,2021-11-09,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,Partial,14.11
V-1366,2020-10-24,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,22.93
V-1367,2021-02-02,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,8.44
V-1368,2023-10-07,UMass Amherst,01003,MA,Graduate,On-Campus,Pell Grant,None,26.57
V-1369,2022-10-28,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,3.62
V-1370,2022-09-10,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,None,9.44
V-1371,2021-10-24,Georgia Tech,30332,GA,Undergraduate,On-Campus,None,Partial,14.27
V-1372,2024-01-18,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,None,14.64
V-1373,2022-03-19,UW Seattle,98195,WA,Undergraduate,On-Campus,Scholarship,Partial,15.88
V-1374,2023-05-31,Georgia Tech,30332,GA,Undergraduate,On-Campus,None,Full,13.28
V-1375,2021-09-05,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,13.07
V-1376,2023-08-07,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,14.52
V-1377,2022-01-01,Michigan State,48824,MI,Graduate,Off-Campus,Scholarship,None,19.72
V-1378,2022-01-16,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,None,14.03
V-1379,2021-10-18,UC Irvine,92697,CA,Graduate,Off-Campus,Pell Grant,None,18.92
V-1380,2023-06-09,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,None,13.35
V-1381,2022-02-05,Ohio State,43210,OH,Undergraduate,On-Campus,None,None,12.76
V-1382,2023-08-13,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,15.83
V-1383,2022-09-06,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,15.16
V-1384,2023-06-23,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,12.15
V-1385,2024-03-09,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Full,11.6
V-1386,2020-06-26,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,5.71
V-1387,2024-03-03,Arizona State,85281,AZ,Undergraduate,On-Campus,None,None,22.4
V-1388,2023-11-23,Rutgers,08901,NJ,Undergraduate,On-Campus,Pell Grant,None,10.15
V-1389,2022-08-15,Michigan State,48824,MI,Graduate,Off-Campus,Scholarship,None,16.83
V-1390,2023-04-08,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,17.64
V-1391,2022-09-21,UF Gainesville,32611,FL,Undergraduate,On-Campus,Scholarship,Partial,8.53
V-1392,2023-02-28,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,7.52
V-1393,2024-06-14,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,13.38
V-1394,2023-09-24,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,Full,18.87
V-1395,2023-11-02,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Partial,14.95
V-1396,2022-10-10,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,22.84
V-1397,2022-02-27,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,16.42
V-1398,2021-08-02,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Full,8.12
V-1399,2022-03-21,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,14.18
V-1400,2020-07-29,Rutgers,08901,NJ,Undergraduate,On-Campus,Pell Grant,None,5.94
V-1401,2023-03-02,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,None,16.74
V-1402,2023-06-07,Arizona State,85281,AZ,Undergraduate,On-Campus,Scholarship,None,12.87
V-1403,2020-06-11,Arizona State,85281,AZ,Graduate,Off-Campus,None,None,20.46
V-1404,2021-07-28,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,19.74
V-1405,2023-06-21,Ohio State,43210,OH,Undergraduate,On-Campus,None,Partial,21.06
V-1406,2021-10-12,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,12.79
V-1407,2022-08-19,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,Partial,17.33
V-1408,2023-01-24,Texas A&M,77843,TX,Undergraduate,On-Campus,None,None,13.06
V-1409,2023-04-21,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,15.44
V-1410,2022-02-08,Michigan State,48824,MI,Undergraduate,On-Campus,Scholarship,None,7.59
V-1411,2022-07-15,UC Irvine,92697,CA,Undergraduate,On-Campus,Scholarship,None,10.84
V-1412,2023-08-10,UC Irvine,92697,CA,Graduate,On-Campus,None,Partial,23.18
V-1413,2022-12-07,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,7.33
V-1414,2023-06-19,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,15.15
V-1415,2021-12-21,UMass Amherst,01003,MA,Graduate,On-Campus,None,None,20.29
V-1416,2020-10-01,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,Partial,15.03
V-1417,2020-12-18,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,6.69
V-1418,2022-12-30,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,Partial,7.64
V-1419,2023-10-02,Texas A&M,77843,TX,Graduate,Off-Campus,None,None,24.95
V-1420,2021-05-22,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,Partial,13.83
V-1421,2022-12-29,Michigan State,48824,MI,Undergraduate,Off-Campus,None,Full,13.06
V-1422,2023-07-13,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,None,8.59
V-1423,2023-11-25,Michigan State,48824,MI,Undergraduate,On-Campus,None,None,13.52
V-1424,2023-11-02,Georgia Tech,30332,GA,Graduate,On-Campus,None,Partial,16.72
V-1425,2023-04-08,UF Gainesville,32611,FL,Graduate,Off-Campus,None,Partial,24.33
V-1426,2022-07-22,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,8.77
V-1427,2023-02-17,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,Partial,13.6
V-1428,2024-02-03,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,18.54
V-1429,2023-06-15,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Partial,17.24
V-1430,2023-07-16,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,Partial,13.02
V-1431,2022-12-22,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,Partial,16.91
V-1432,2021-12-31,Arizona State,85281,AZ,Graduate,Off-Campus,Scholarship,None,22.87
V-1433,2020-10-13,Ohio State,43210,OH,Undergraduate,On-Campus,None,None,13.16
V-1434,2023-07-21,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,Partial,16.63
V-1435,2024-08-10,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,14.84
V-1436,2024-06-04,UC Irvine,92697,CA,Graduate,Off-Campus,None,Full,26.06
V-1437,2023-12-26,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,14.87
V-1438,2022-05-27,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,Partial,8.3
V-1439,2021-06-23,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,Full,15.19
V-1440,2021-03-06,Arizona State,85281,AZ,Graduate,On-Campus,Pell Grant,Partial,14.77
V-1441,2023-08-16,UC Irvine,92697,CA,Graduate,Off-Campus,Pell Grant,None,26.01
V-1442,2021-02-01,Texas A&M,77843,TX,Undergraduate,On-Campus,Scholarship,Partial,14.52
V-1443,2023-10-23,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,None,7.33
V-1444,2022-05-27,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,17.39
V-1445,2023-05-04,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,15.8
V-1446,2022-01-19,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,16.5
V-1447,2023-11-01,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,15.26
V-1448,2024-12-15,Michigan State,48824,MI,Graduate,Off-Campus,None,Partial,26.86
V-1449,2022-09-12,Rutgers,08901,NJ,Graduate,Off-Campus,Scholarship,Full,17.43
V-1450,2022-12-12,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,18.04
V-1451,2024-09-24,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,17.04
V-1452,2023-09-29,Michigan State,48824,MI,Graduate,On-Campus,Pell Grant,None,14.27
V-1453,2023-08-28,UW Seattle,98195,WA,Graduate,Off-Campus,None,Partial,13.89
V-1454,2022-01-29,Michigan State,48824,MI,Undergraduate,Off-Campus,None,Full,12.46
V-1455,2022-04-12,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,10.6
V-1456,2022-04-25,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,6.12
V-1457,2023-07-04,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Partial,9.98
V-1458,2021-12-26,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,None,12.93
V-1459,2024-02-12,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,None,11.99
V-1460,2024-06-05,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,Full,24.78
V-1461,2021-09-26,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,Full,10.73
V-1462,2024-10-27,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,Full,20.53
V-1463,2023-01-17,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,20.92
V-1464,2022-01-16,Arizona State,85281,AZ,Graduate,Off-Campus,Scholarship,None,17.56
V-1465,2021-11-01,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,Partial,11.07
V-1466,2023-10-11,UMass Amherst,01003,MA,Undergraduate,On-Campus,Scholarship,Partial,13.04
V-1467,2024-08-05,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,Partial,15.01
V-1468,2024-02-19,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,Partial,13.82
V-1469,2023-09-18,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,10.28
V-1470,2023-07-20,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,16.22
V-1471,2022-01-06,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,Partial,12.11
V-1472,2022-01-05,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,23.04
V-1473,2023-03-29,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,Partial,18.34
V-1474,2021-04-14,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,11.58
V-1475,2021-07-13,UW Seattle,98195,WA,Undergraduate,On-Campus,None,None,15.56
V-1476,2024-02-26,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,None,17.5
V-1477,2023-02-27,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,Partial,18.86
V-1478,2021-04-03,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,6.01
V-1479,2022-03-02,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,8.7
V-1480,2023-08-15,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,11.53
V-1481,2021-12-30,Michigan State,48824,MI,Undergraduate,On-Campus,Scholarship,None,13.56
V-1482,2023-07-08,Rutgers,08901,NJ,Undergraduate,On-Campus,None,None,2.0
V-1483,2023-04-10,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Full,11.14
V-1484,2023-12-02,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,20.43
V-1485,2023-03-14,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,10.03
V-1486,2022-03-13,Ohio State,43210,OH,Graduate,Off-Campus,Pell Grant,Partial,20.72
V-1487,2023-06-14,Michigan State,48824,MI,Undergraduate,On-Campus,None,Partial,15.98
V-1488,2024-01-03,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Partial,16.83
V-1489,2023-12-17,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,18.03
V-1490,2023-07-21,Ohio State,43210,OH,Graduate,Off-Campus,Pell Grant,Partial,24.88
V-1491,2023-09-13,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,21.09
V-1492,2021-09-10,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,Partial,11.87
V-1493,2023-09-03,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,11.6
V-1494,2021-09-14,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,Partial,15.04
V-1495,2023-01-11,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,16.03
V-1496,2020-05-04,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,15.54
V-1497,2024-09-13,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,9.81
V-1498,2023-05-19,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,17.72
V-1499,2023-02-15,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,Partial,9.1
V-1500,2023-10-11,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,None,16.09
V-1501,2023-02-17,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,12.9
V-1502,2024-07-19,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,20.48
V-1503,2024-05-10,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,9.72
V-1504,2021-05-12,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,13.79
V-1505,2021-02-08,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,14.52
V-1506,2022-05-02,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,Full,12.42
V-1507,2023-03-31,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,None,15.3
V-1508,2022-07-02,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,Partial,12.08
V-1509,2024-02-01,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,15.78
V-1510,2024-08-18,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,17.17
V-1511,2020-08-31,UMass Amherst,01003,MA,Graduate,Off-Campus,Scholarship,Partial,16.43
V-1512,2020-08-19,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,11.98
V-1513,2023-10-01,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,6.86
V-1514,2023-07-08,Rutgers,08901,NJ,Undergraduate,On-Campus,Scholarship,Partial,8.01
V-1515,2024-12-07,Ohio State,43210,OH,Graduate,Off-Campus,Pell Grant,Partial,20.32
V-1516,2022-10-11,UMass Amherst,01003,MA,Graduate,On-Campus,Pell Grant,None,15.3
V-1517,2023-10-28,Michigan State,48824,MI,Undergraduate,On-Campus,None,None,14.35
V-1518,2023-07-18,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,None,19.32
V-1519,2022-03-23,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,19.02
V-1520,2024-06-19,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,Partial,14.69
V-1521,2024-06-03,Michigan State,48824,MI,Graduate,Off-Campus,None,None,16.95
V-1522,2022-10-03,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Full,9.3
V-1523,2022-03-24,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,20.42
V-1524,2024-09-24,Michigan State,48824,MI,Graduate,Off-Campus,Pell Grant,None,25.38
V-1525,2022-01-15,Georgia Tech,30332,GA,Undergraduate,On-Campus,None,Partial,12.81
V-1526,2021-12-18,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,13.87
V-1527,2022-08-01,UC Irvine,92697,CA,Undergraduate,On-Campus,None,None,13.15
V-1528,2024-01-22,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,17.27
V-1529,2021-10-31,Texas A&M,77843,TX,Graduate,Off-Campus,Pell Grant,None,19.35
V-1530,2024-01-28,Michigan State,48824,MI,Graduate,Off-Campus,Pell Grant,Partial,24.09
V-1531,2023-12-27,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,None,18.08
V-1532,2023-09-21,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,Full,11.2
V-1533,2020-10-07,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,13.91
V-1534,2024-04-19,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,20.44
